"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ckap4",0,1.19931155081951,0.781,0.114,0,"2","Ckap4"
"Pbx3",0,1.19214307270724,0.511,0.133,0,"2","Pbx3"
"Rbfox2",0,1.19160663465215,0.893,0.194,0,"2","Rbfox2"
"Rrbp1",0,1.18501372998177,0.983,0.64,0,"2","Rrbp1"
"Ttc3",0,1.18400546989717,0.931,0.388,0,"2","Ttc3"
"Lama4",0,1.18306758263196,0.742,0.085,0,"2","Lama4"
"Ghr",0,1.17984836219339,0.762,0.191,0,"2","Ghr"
"Fbln5",0,1.17864580799955,0.624,0.021,0,"2","Fbln5"
"Fkbp7",0,1.17647782785175,0.749,0.066,0,"2","Fkbp7"
"Col4a2",0,1.17574169005188,0.784,0.112,0,"2","Col4a2"
"Flrt2",0,1.17548698320794,0.619,0.024,0,"2","Flrt2"
"Kazn",0,1.17072475233057,0.61,0.072,0,"2","Kazn"
"Mir100hg",0,1.16175089863682,0.72,0.075,0,"2","Mir100hg"
"Robo1",0,1.15830276376669,0.523,0.044,0,"2","Robo1"
"Gulp1",0,1.14932386405176,0.753,0.088,0,"2","Gulp1"
"Itgb1",0,1.14587012739082,0.971,0.472,0,"2","Itgb1"
"Aebp1",0,1.1453742878274,0.67,0.022,0,"2","Aebp1"
"Ddr2",0,1.14242858600554,0.753,0.052,0,"2","Ddr2"
"Dclk1",0,1.14029042532328,0.584,0.033,0,"2","Dclk1"
"Kdelr2",0,1.13868684554046,0.848,0.299,0,"2","Kdelr2"
"Tenm4",0,1.13547538469448,0.491,0.069,0,"2","Tenm4"
"Arhgap6",0,1.12963194267379,0.672,0.148,0,"2","Arhgap6"
"Igsf10",0,1.12742620191181,0.646,0.016,0,"2","Igsf10"
"Sptbn1",0,1.12355108626708,0.962,0.617,0,"2","Sptbn1"
"Fibin",0,1.11990522722929,0.452,0.041,0,"2","Fibin"
"Arhgap10",0,1.11918428950528,0.814,0.172,0,"2","Arhgap10"
"Arf4",0,1.10738867905669,0.952,0.619,0,"2","Arf4"
"S100a11",0,1.10393036403612,0.934,0.539,0,"2","S100a11"
"Sema3a",0,1.10155269547302,0.309,0.037,0,"2","Sema3a"
"Cdk14",0,1.10018462137369,0.812,0.176,0,"2","Cdk14"
"Runx1t1",0,1.09350867967612,0.68,0.063,0,"2","Runx1t1"
"Chsy3",0,1.09259469542439,0.506,0.03,0,"2","Chsy3"
"Il33",0,1.08819015116624,0.556,0.009,0,"2","Il33"
"Ifitm3",0,1.07963445076053,0.878,0.186,0,"2","Ifitm3"
"Lhfpl2",0,1.07910265799882,0.554,0.066,0,"2","Lhfpl2"
"Ntrk3",0,1.07752372689522,0.516,0.064,0,"2","Ntrk3"
"Loxl2",0,1.07651913155645,0.695,0.044,0,"2","Loxl2"
"Osr1",0,1.07350638284683,0.519,0.018,0,"2","Osr1"
"S100a10",0,1.07327742156604,0.841,0.629,0,"2","S100a10"
"Loxl1",0,1.072866512679,0.66,0.02,0,"2","Loxl1"
"Sntb2",0,1.06571535495001,0.751,0.17,0,"2","Sntb2"
"Cavin3",0,1.06491554305477,0.783,0.093,0,"2","Cavin3"
"Svil",0,1.05791790182816,0.892,0.416,0,"2","Svil"
"Spon2",0,1.05603636222819,0.578,0.02,0,"2","Spon2"
"B3galt1",0,1.05402870675258,0.441,0.039,0,"2","B3galt1"
"Lsamp",0,1.05132352219496,0.301,0.036,0,"2","Lsamp"
"Palld",0,1.04770604677137,0.678,0.182,0,"2","Palld"
"Arhgap29",0,1.04395751192334,0.612,0.058,0,"2","Arhgap29"
"Prickle2",0,1.04259367010364,0.62,0.068,0,"2","Prickle2"
"Thsd4",0,1.04184472515767,0.535,0.153,0,"2","Thsd4"
"Htra3",0,1.04154959976371,0.597,0.012,0,"2","Htra3"
"Celf2",0,1.03215766218898,0.952,0.714,0,"2","Celf2"
"Ddah2",0,1.03048081743718,0.726,0.086,0,"2","Ddah2"
"Mmp14",0,1.02899767846128,0.729,0.091,0,"2","Mmp14"
"Golim4",0,1.02889930086648,0.824,0.267,0,"2","Golim4"
"Nr2f2",0,1.02807874217381,0.643,0.1,0,"2","Nr2f2"
"Fmo1",0,1.02712980945629,0.455,0.007,0,"2","Fmo1"
"Heg1",0,1.02505411625512,0.692,0.234,0,"2","Heg1"
"Ebf2",0,1.02140643522208,0.292,0.006,0,"2","Ebf2"
"Col5a3",0,1.01754605771737,0.519,0.015,0,"2","Col5a3"
"Adamtsl1",0,1.01029453360591,0.376,0.06,0,"2","Adamtsl1"
"Clmp",0,1.00656901546082,0.706,0.062,0,"2","Clmp"
"Rhobtb3",0,1.00371623117787,0.721,0.087,0,"2","Rhobtb3"
"Nbea",0,1.00146031990225,0.719,0.141,0,"2","Nbea"
"Zfp521",0,1.00098219509314,0.63,0.058,0,"2","Zfp521"
"Egr1",2.87115685644691e-279,1.06304135033056,0.554,0.259,5.49539422323939e-275,"2","Egr1"
"Fabp2",0,3.97815509922909,0.388,0.068,0,"3","Fabp2"
"Epcam",0,2.91272862935053,0.94,0.141,0,"3","Epcam"
"Lypd8",0,2.90197083035315,0.871,0.119,0,"3","Lypd8"
"Lgals4",0,2.56058389969499,0.943,0.143,0,"3","Lgals4"
"Cldn7",0,2.52375636583306,0.89,0.097,0,"3","Cldn7"
"Rbp2",0,2.49462459674034,0.26,0.03,0,"3","Rbp2"
"Dmbt1",0,2.14060881796127,0.544,0.03,0,"3","Dmbt1"
"mt-Co1",0,2.11763161274621,0.949,0.999,0,"3","mt-Co1"
"Krt8",0,2.11386066601334,0.825,0.102,0,"3","Krt8"
"Oat",0,2.11383630739835,0.634,0.285,0,"3","Oat"
"mt-Co2",0,2.06193109211665,0.948,0.997,0,"3","mt-Co2"
"Mt1",0,2.03718101778102,0.602,0.116,0,"3","Mt1"
"2200002D01Rik",0,2.00092480043389,0.731,0.054,0,"3","2200002D01Rik"
"Spint2",0,1.97936783271836,0.894,0.295,0,"3","Spint2"
"Krt19",0,1.95965500970823,0.697,0.079,0,"3","Krt19"
"mt-Co3",0,1.9492584398096,0.944,0.993,0,"3","mt-Co3"
"Apoc2",0,1.94706146878399,0.313,0.063,0,"3","Apoc2"
"Hmgcs2",0,1.93670319032214,0.588,0.07,0,"3","Hmgcs2"
"mt-Atp6",0,1.87990444929845,0.949,0.996,0,"3","mt-Atp6"
"Gpr15lg",0,1.86027517926507,0.507,0.036,0,"3","Gpr15lg"
"Atp12a",0,1.8558170085069,0.286,0.022,0,"3","Atp12a"
"Cystm1",0,1.83308382143787,0.776,0.078,0,"3","Cystm1"
"Cps1",0,1.81244841725545,0.388,0.016,0,"3","Cps1"
"Muc13",0,1.7947191222452,0.839,0.099,0,"3","Muc13"
"mt-Cytb",0,1.77058203432387,0.942,0.988,0,"3","mt-Cytb"
"mt-Nd1",0,1.6765718740865,0.949,0.992,0,"3","mt-Nd1"
"Clec2h",0,1.63883604359377,0.498,0.063,0,"3","Clec2h"
"Nr3c2",0,1.59940835988817,0.562,0.095,0,"3","Nr3c2"
"Slc40a1",0,1.58992471227165,0.591,0.127,0,"3","Slc40a1"
"Prap1",0,1.58061970588185,0.327,0.009,0,"3","Prap1"
"Aldob",0,1.58048620699629,0.46,0.011,0,"3","Aldob"
"Fbp2",0,1.57614427715608,0.662,0.048,0,"3","Fbp2"
"Chpt1",0,1.57085832868187,0.587,0.158,0,"3","Chpt1"
"Pls1",0,1.56068786983485,0.675,0.067,0,"3","Pls1"
"mt-Nd4",0,1.56037242872465,0.945,0.993,0,"3","mt-Nd4"
"Apob",0,1.5178186213509,0.318,0.016,0,"3","Apob"
"Lmo7",0,1.51293405457056,0.661,0.09,0,"3","Lmo7"
"Mgst3",0,1.49918050220322,0.666,0.181,0,"3","Mgst3"
"Myo1d",0,1.49798837329726,0.809,0.136,0,"3","Myo1d"
"Tm4sf20",0,1.49153704090194,0.65,0.02,0,"3","Tm4sf20"
"Tmem45b",0,1.48484767338975,0.634,0.052,0,"3","Tmem45b"
"Aqp8",0,1.45129098545569,0.277,0.014,0,"3","Aqp8"
"Eps8",0,1.43693003210181,0.71,0.219,0,"3","Eps8"
"Ccser1",0,1.43033841530199,0.658,0.098,0,"3","Ccser1"
"Lama3",0,1.41725640729514,0.374,0.024,0,"3","Lama3"
"Clic5",0,1.40709395245277,0.562,0.036,0,"3","Clic5"
"Baiap2l1",0,1.39602761181632,0.715,0.082,0,"3","Baiap2l1"
"Gm20275",0,1.39399036601564,0.443,0.057,0,"3","Gm20275"
"AA467197",0,1.39344692199297,0.394,0.059,0,"3","AA467197"
"Muc3",0,1.39098106904882,0.481,0.018,0,"3","Muc3"
"Cdh1",0,1.38532163615654,0.769,0.094,0,"3","Cdh1"
"Sult1d1",0,1.38491922923172,0.488,0.034,0,"3","Sult1d1"
"Folr1",0,1.38025134475441,0.408,0.019,0,"3","Folr1"
"Ccl25",0,1.36697327840475,0.431,0.123,0,"3","Ccl25"
"Atp1b1",0,1.35493140406465,0.809,0.234,0,"3","Atp1b1"
"Eps8l3",0,1.35429380598047,0.745,0.063,0,"3","Eps8l3"
"Ms4a8a",0,1.35257712418447,0.682,0.081,0,"3","Ms4a8a"
"mt-Nd4l",0,1.34405789610317,0.894,0.819,0,"3","mt-Nd4l"
"Klf5",0,1.33734108675589,0.79,0.098,0,"3","Klf5"
"Gipc2",0,1.33160626240466,0.715,0.048,0,"3","Gipc2"
"S100g",0,1.33039715048122,0.444,0.018,0,"3","S100g"
"Tspan8",0,1.32849597524398,0.664,0.075,0,"3","Tspan8"
"Anxa4",0,1.31632162069988,0.682,0.134,0,"3","Anxa4"
"mt-Nd2",0,1.31550960139784,0.915,0.915,0,"3","mt-Nd2"
"Epb41l4b",0,1.28946990333942,0.633,0.064,0,"3","Epb41l4b"
"Mgam",0,1.28465004640616,0.564,0.041,0,"3","Mgam"
"Tcf7l2",0,1.2778055886864,0.677,0.304,0,"3","Tcf7l2"
"Ckmt1",0,1.26923598476165,0.652,0.055,0,"3","Ckmt1"
"Calml4",0,1.26878816535554,0.606,0.09,0,"3","Calml4"
"Abcc2",0,1.26829283361229,0.259,0.01,0,"3","Abcc2"
"Magi1",0,1.26416280592705,0.727,0.193,0,"3","Magi1"
"Vil1",0,1.26391018306171,0.689,0.057,0,"3","Vil1"
"Cldn3",0,1.26224165816064,0.639,0.07,0,"3","Cldn3"
"Car2",0,1.25852131960802,0.381,0.093,0,"3","Car2"
"Myh14",0,1.25679596846593,0.664,0.055,0,"3","Myh14"
"Myo5b",0,1.25040738815141,0.677,0.063,0,"3","Myo5b"
"Pde4d",0,1.24436883670193,0.812,0.391,0,"3","Pde4d"
"Myo6",0,1.2420016174872,0.828,0.217,0,"3","Myo6"
"Hadh",0,1.22462266692641,0.594,0.224,0,"3","Hadh"
"Dsp",0,1.22428305936505,0.71,0.064,0,"3","Dsp"
"Ceacam1",0,1.22242217226898,0.626,0.129,0,"3","Ceacam1"
"Smim24",0,1.21925490437932,0.478,0.06,0,"3","Smim24"
"mt-Nd5",0,1.21446343564945,0.922,0.943,0,"3","mt-Nd5"
"Sult1b1",0,1.2007122949126,0.508,0.016,0,"3","Sult1b1"
"Mgst1",0,1.196265203493,0.457,0.111,0,"3","Mgst1"
"Cdh17",0,1.19356524005625,0.675,0.112,0,"3","Cdh17"
"Serpinb6a",0,1.18572864067466,0.702,0.307,0,"3","Serpinb6a"
"mt-Atp8",0,1.18565440225514,0.797,0.461,0,"3","mt-Atp8"
"Cftr",0,1.18173138028731,0.413,0.014,0,"3","Cftr"
"Ptprk",0,1.18077069531696,0.721,0.184,0,"3","Ptprk"
"Mgam2-ps",0,1.17675000469956,0.546,0.032,0,"3","Mgam2-ps"
"Satb2",0,1.16545362639674,0.572,0.07,0,"3","Satb2"
"Hnf4g",0,1.15992030367957,0.625,0.053,0,"3","Hnf4g"
"Pard3b1",0,1.15976838795908,0.783,0.32,0,"3","Pard3b"
"Slc11a2",0,1.15037985168076,0.361,0.071,0,"3","Slc11a2"
"Mtus1",0,1.1400078993536,0.616,0.13,0,"3","Mtus1"
"Mep1a",0,1.13907932911201,0.485,0.015,0,"3","Mep1a"
"Gna14",0,1.13271431739993,0.356,0.086,0,"3","Gna14"
"Ifi27l2b",0,1.13125257203048,0.454,0.034,0,"3","Ifi27l2b"
"Mecom",0,1.12652342245339,0.515,0.046,0,"3","Mecom"
"Atp1a1",0,1.12618349104849,0.734,0.339,0,"3","Atp1a1"
"Myo15b",0,1.1191703299957,0.547,0.056,0,"3","Myo15b"
"Plcb3",0,1.10994901042991,0.687,0.097,0,"3","Plcb3"
"Afdn",0,1.10778848011179,0.733,0.192,0,"3","Afdn"
"Nr1h4",0,1.0997554241001,0.498,0.037,0,"3","Nr1h4"
"Mt2",0,1.09913873843342,0.367,0.03,0,"3","Mt2"
"Uaca",0,1.09004892695595,0.629,0.107,0,"3","Uaca"
"Amn",0,1.08454519951265,0.382,0.012,0,"3","Amn"
"Ceacam20",0,1.08079558670237,0.382,0.011,0,"3","Ceacam20"
"Pcsk5",0,1.07753215523271,0.447,0.087,0,"3","Pcsk5"
"Dpyd",0,1.07707467470786,0.533,0.132,0,"3","Dpyd"
"Rnf128",0,1.07379063191423,0.659,0.077,0,"3","Rnf128"
"Eps8l2",0,1.07148474315183,0.581,0.043,0,"3","Eps8l2"
"Akr1c19",0,1.05156827702721,0.364,0.017,0,"3","Akr1c19"
"Ociad2",0,1.04785078434705,0.523,0.033,0,"3","Ociad2"
"Mttp",0,1.04436566918851,0.336,0.036,0,"3","Mttp"
"Elf3",0,1.03191100656545,0.639,0.06,0,"3","Elf3"
"Tmem37",0,1.02782907261772,0.413,0.044,0,"3","Tmem37"
"Lgals2",0,1.02534957662855,0.262,0.043,0,"3","Lgals2"
"Dsg2",0,1.02310953846796,0.615,0.062,0,"3","Dsg2"
"Atp8b1",0,1.01813069216018,0.701,0.154,0,"3","Atp8b1"
"Map7",0,1.01764251352621,0.702,0.164,0,"3","Map7"
"Clmn",0,1.01575606153748,0.568,0.085,0,"3","Clmn"
"Atp10b",0,1.01411353788562,0.557,0.06,0,"3","Atp10b"
"Etl4",0,1.00780965034763,0.746,0.165,0,"3","Etl4"
"Cxadr",0,1.00198104345863,0.551,0.059,0,"3","Cxadr"
"Txn1",8.8404762431552e-303,1.3532197785983,0.813,0.667,1.6920671529399e-298,"3","Txn1"
"Dbi",1.2853824484306e-295,1.55583861395045,0.687,0.478,2.46022200629617e-291,"3","Dbi"
"Camk1d",2.8949885063878e-289,1.14959180913756,0.989,0.945,5.54100800122625e-285,"3","Camk1d"
"Lars2",2.52767111590495e-267,1.63343044373899,0.95,0.912,4.83796251584207e-263,"3","Lars2"
"Atpif1",5.16634779814463e-250,1.00718628962182,0.64,0.438,9.88838968564881e-246,"3","Atpif1"
"Neat1",2.78756765535949e-249,1.39592377722704,0.551,0.281,5.33540449235807e-245,"3","Neat1"
"Pycard",2.00110750664785e-204,1.26289118645955,0.558,0.362,3.83011976772398e-200,"3","Pycard"
"Cox5a",6.2971920044591e-192,1.11212052906132,0.751,0.674,1.20528254965347e-187,"3","Cox5a"
"Gphn",8.61372494707308e-186,1.1505901905752,0.905,0.856,1.64866695486979e-181,"3","Gphn"
"S100a1",1.70669909714945e-183,1.34856748609716,0.309,0.115,3.26662207194405e-179,"3","S100a1"
"Cstb",1.29767131193966e-18,1.20787404727082,0.474,0.435,2.48374289105251e-14,"3","Cstb"
"S100a9",0,6.06290945856199,0.356,0.016,0,"4","S100a9"
"S100a8",0,5.07216930744935,0.407,0.013,0,"4","S100a8"
"Cxcl2",0,4.49836427848095,0.372,0.026,0,"4","Cxcl2"
"Il1b",0,4.38088461161048,0.574,0.023,0,"4","Il1b"
"Stfa1",0,4.22029146640543,0.362,0.006,0,"4","Stfa1"
"Cstdc4",0,3.95964774304888,0.342,0.004,0,"4","Cstdc4"
"Lyz2",0,3.95716644965711,0.662,0.07,0,"4","Lyz2"
"Cstdc5",0,3.58449293995956,0.284,0.004,0,"4","Cstdc5"
"Stfa2l1",0,3.2196928784928,0.332,0.003,0,"4","Stfa2l1"
"Stfa2",0,3.03813223502801,0.266,0.003,0,"4","Stfa2"
"Nfkbia",0,2.8986032475588,0.794,0.404,0,"4","Nfkbia"
"Srgn",0,2.81742567159946,0.935,0.457,0,"4","Srgn"
"Tyrobp",0,2.70339595786913,0.917,0.152,0,"4","Tyrobp"
"Thbs1",0,2.69735244022751,0.498,0.12,0,"4","Thbs1"
"Cst3",0,2.65483870408014,0.886,0.561,0,"4","Cst3"
"G0s2",0,2.63466782492499,0.309,0.069,0,"4","G0s2"
"Cebpb",0,2.61014484621944,0.697,0.22,0,"4","Cebpb"
"Slc7a11",0,2.55229691369054,0.442,0.012,0,"4","Slc7a11"
"Plek",0,2.52251139504652,0.832,0.169,0,"4","Plek"
"Alox5ap",0,2.46646601748509,0.817,0.031,0,"4","Alox5ap"
"Clec4d",0,2.27497869077731,0.413,0.005,0,"4","Clec4d"
"Ccrl2",0,2.14334667327526,0.46,0.034,0,"4","Ccrl2"
"Csta2",0,2.13187631566546,0.296,0.002,0,"4","Csta2"
"Fcer1g",0,2.09458988236605,0.869,0.137,0,"4","Fcer1g"
"Cd44",0,2.05557985835213,0.793,0.271,0,"4","Cd44"
"Ccl3",0,2.03317236731772,0.393,0.042,0,"4","Ccl3"
"Gsr",0,1.92301234610747,0.657,0.165,0,"4","Gsr"
"Nlrp3",0,1.92283647777272,0.467,0.024,0,"4","Nlrp3"
"Bcl2a1b",0,1.91717486855919,0.594,0.167,0,"4","Bcl2a1b"
"Fth1",0,1.89717932990301,0.984,0.968,0,"4","Fth1"
"Zfp36",0,1.89375961770822,0.825,0.339,0,"4","Zfp36"
"Ccl4",0,1.88357717178287,0.299,0.053,0,"4","Ccl4"
"Ier3",0,1.87302359690517,0.477,0.078,0,"4","Ier3"
"Tnf",0,1.83711251516336,0.408,0.048,0,"4","Tnf"
"Dennd4a",0,1.83525950707716,0.831,0.394,0,"4","Dennd4a"
"Nfkbiz",0,1.81474529198697,0.658,0.243,0,"4","Nfkbiz"
"S100a111",0,1.79671417239661,0.907,0.558,0,"4","S100a11"
"Igsf6",0,1.78210645890392,0.611,0.037,0,"4","Igsf6"
"Mcl1",0,1.78080056065966,0.908,0.6,0,"4","Mcl1"
"Pim1",0,1.73815824273143,0.719,0.194,0,"4","Pim1"
"Gadd45b",0,1.73643877176634,0.48,0.14,0,"4","Gadd45b"
"Il1rn",0,1.72028117262204,0.314,0.011,0,"4","Il1rn"
"Nfe2l2",0,1.70719741692984,0.781,0.362,0,"4","Nfe2l2"
"Clec4e",0,1.70248296685899,0.36,0.002,0,"4","Clec4e"
"Btg2",0,1.69356672757839,0.908,0.602,0,"4","Btg2"
"Msrb1",0,1.69344192935155,0.61,0.143,0,"4","Msrb1"
"Slpi",0,1.68349417686541,0.291,0.011,0,"4","Slpi"
"Lgals3",0,1.63968910164576,0.619,0.109,0,"4","Lgals3"
"Hp",0,1.62341536158857,0.466,0.002,0,"4","Hp"
"Prdx5",0,1.61497467888563,0.76,0.469,0,"4","Prdx5"
"Il1r2",0,1.60637685962187,0.402,0.022,0,"4","Il1r2"
"Plbd1",0,1.5899264834866,0.65,0.086,0,"4","Plbd1"
"C5ar1",0,1.58070196529746,0.451,0.035,0,"4","C5ar1"
"Ccl6",0,1.57840667330545,0.553,0.067,0,"4","Ccl6"
"Plaur",0,1.57805641239696,0.611,0.184,0,"4","Plaur"
"Lilrb4a",0,1.55667826116455,0.595,0.032,0,"4","Lilrb4a"
"Junb",0,1.55032209222897,0.832,0.464,0,"4","Junb"
"Csta3",0,1.5387963879679,0.268,0.001,0,"4","Csta3"
"Litaf",0,1.53287322645101,0.808,0.351,0,"4","Litaf"
"Ptgs2",0,1.53086858581238,0.324,0.018,0,"4","Ptgs2"
"Dusp1",0,1.52671925465106,0.633,0.232,0,"4","Dusp1"
"Spi1",0,1.52378183024763,0.811,0.162,0,"4","Spi1"
"Hcar2",0,1.50431686525646,0.306,0.007,0,"4","Hcar2"
"Mxd1",0,1.50373155088029,0.545,0.171,0,"4","Mxd1"
"Hdc",0,1.49885687126676,0.293,0.005,0,"4","Hdc"
"Ifrd1",0,1.49358346732908,0.688,0.387,0,"4","Ifrd1"
"Cybb",0,1.48655006627371,0.572,0.219,0,"4","Cybb"
"Fxyd5",0,1.46496369067852,0.781,0.238,0,"4","Fxyd5"
"Gpx1",0,1.46089151304563,0.852,0.504,0,"4","Gpx1"
"Trps1",0,1.46036958127077,0.685,0.349,0,"4","Trps1"
"Mctp1",0,1.45903251942371,0.674,0.092,0,"4","Mctp1"
"Tnfaip2",0,1.44478686023392,0.414,0.021,0,"4","Tnfaip2"
"Cd14",0,1.426508418254,0.317,0.033,0,"4","Cd14"
"Clec7a",0,1.42011515468718,0.522,0.04,0,"4","Clec7a"
"Cers6",0,1.41743634271791,0.734,0.261,0,"4","Cers6"
"Itgam",0,1.4108952159468,0.638,0.062,0,"4","Itgam"
"Samsn1",0,1.39714887072692,0.708,0.19,0,"4","Samsn1"
"Lrmda",0,1.38743352877718,0.635,0.19,0,"4","Lrmda"
"Lilrb4b",0,1.38012548753449,0.487,0.02,0,"4","Lilrb4b"
"Lyst",0,1.37251969471267,0.772,0.385,0,"4","Lyst"
"F630028O10Rik",0,1.3620756773186,0.424,0.037,0,"4","F630028O10Rik"
"Ifitm6",0,1.34927635781273,0.402,0.002,0,"4","Ifitm6"
"Lcp1",0,1.34894222198436,0.964,0.537,0,"4","Lcp1"
"Nr4a1",0,1.34625168584888,0.683,0.21,0,"4","Nr4a1"
"Atf3",0,1.31741410374192,0.507,0.146,0,"4","Atf3"
"Pla2g7",0,1.31254872262357,0.51,0.066,0,"4","Pla2g7"
"Pilra",0,1.30369939898445,0.546,0.034,0,"4","Pilra"
"Slfn2",0,1.29510226690484,0.7,0.315,0,"4","Slfn2"
"Gda",0,1.29182723618878,0.449,0.027,0,"4","Gda"
"Bcl2a1a",0,1.29109405426679,0.439,0.017,0,"4","Bcl2a1a"
"S100a4",0,1.28703064653989,0.349,0.083,0,"4","S100a4"
"Rnf149",0,1.28437638560097,0.553,0.117,0,"4","Rnf149"
"Mapkapk2",0,1.27474123969324,0.658,0.241,0,"4","Mapkapk2"
"Rab8b",0,1.26647299871098,0.775,0.37,0,"4","Rab8b"
"Cyba",0,1.26183789189714,0.914,0.587,0,"4","Cyba"
"Lst1",0,1.25276393146094,0.631,0.09,0,"4","Lst1"
"Klf6",0,1.25262031764024,0.753,0.395,0,"4","Klf6"
"Skap2",0,1.25081182112261,0.804,0.26,0,"4","Skap2"
"Tmsb4x",0,1.24618648279617,1,0.976,0,"4","Tmsb4x"
"Gm2a",0,1.24202950061044,0.666,0.291,0,"4","Gm2a"
"Taldo1",0,1.24171320540295,0.837,0.52,0,"4","Taldo1"
"Trem1",0,1.23363103984288,0.34,0.001,0,"4","Trem1"
"Icam1",0,1.2246750217767,0.424,0.113,0,"4","Icam1"
"Pglyrp1",0,1.22242024428578,0.414,0.127,0,"4","Pglyrp1"
"Cd300a",0,1.22097559805109,0.589,0.054,0,"4","Cd300a"
"Ftl1",0,1.22018109263194,0.978,0.887,0,"4","Ftl1"
"Tnfaip3",0,1.22002038573206,0.529,0.174,0,"4","Tnfaip3"
"Ncf1",0,1.21841613425184,0.663,0.169,0,"4","Ncf1"
"Dusp16",0,1.21563523819042,0.564,0.225,0,"4","Dusp16"
"Actg1",0,1.20991320357459,0.997,0.979,0,"4","Actg1"
"Mpeg1",0,1.20171769330632,0.549,0.068,0,"4","Mpeg1"
"Tpd52",0,1.19982341789144,0.751,0.407,0,"4","Tpd52"
"Gpr141",0,1.19025816699982,0.427,0.01,0,"4","Gpr141"
"Iqgap1",0,1.17316686317994,0.923,0.677,0,"4","Iqgap1"
"Adgre5",0,1.15499409963963,0.716,0.345,0,"4","Adgre5"
"Nadk",0,1.15478499929139,0.593,0.166,0,"4","Nadk"
"Ncf2",0,1.14942269651838,0.656,0.176,0,"4","Ncf2"
"Lyn1",0,1.13718014443978,0.884,0.399,0,"4","Lyn"
"Ms4a6c",0,1.13519019680688,0.385,0.073,0,"4","Ms4a6c"
"Csf3r",0,1.13315569135711,0.415,0.017,0,"4","Csf3r"
"Alcam",0,1.12165130159639,0.579,0.235,0,"4","Alcam"
"Samhd1",0,1.11236966148603,0.716,0.385,0,"4","Samhd1"
"Clec4n",0,1.11124390339904,0.31,0.042,0,"4","Clec4n"
"Cd300lf",0,1.10804564557654,0.5,0.038,0,"4","Cd300lf"
"Pid11",0,1.09060104374352,0.469,0.156,0,"4","Pid1"
"Ccr2",0,1.08667409221188,0.318,0.046,0,"4","Ccr2"
"Myo1f",0,1.08589106280994,0.627,0.146,0,"4","Myo1f"
"Fgr",0,1.07573518442315,0.533,0.073,0,"4","Fgr"
"Ier5",0,1.07268196407584,0.622,0.258,0,"4","Ier5"
"Fos",0,1.07136367326931,0.713,0.335,0,"4","Fos"
"Vav3",0,1.05561601084138,0.692,0.29,0,"4","Vav3"
"Tnfrsf1b",0,1.04745339602477,0.524,0.101,0,"4","Tnfrsf1b"
"Mcemp1",0,1.03213356242889,0.438,0.002,0,"4","Mcemp1"
"Arg2",0,1.01542180667875,0.268,0.005,0,"4","Arg2"
"Sirpa",0,1.01441026233385,0.624,0.109,0,"4","Sirpa"
"Entpd1",0,1.01388346866447,0.507,0.183,0,"4","Entpd1"
"Ccnl1",0,1.00974041770802,0.829,0.574,0,"4","Ccnl1"
"Atp6v0c",0,1.00212325305478,0.757,0.492,0,"4","Atp6v0c"
"Csf2rb",0,1.00207558265765,0.513,0.05,0,"4","Csf2rb"
"Dleu2",4.51560602549017e-308,1.16780285656248,0.711,0.405,8.64286993278818e-304,"4","Dleu2"
"Lmnb1",1.07927148742522e-306,1.16139056468227,0.521,0.217,2.06572562693186e-302,"4","Lmnb1"
"Antxr2",5.53022175621258e-303,1.6469042584953,0.582,0.281,1.05848444413909e-298,"4","Antxr2"
"Anxa1",2.33060232345756e-299,1.53148000545625,0.5,0.192,4.46077284709777e-295,"4","Anxa1"
"Cd86",9.69285011647452e-294,1.16716265302791,0.508,0.196,1.85521151229322e-289,"4","Cd86"
"Etv6",1.21972845421553e-288,1.0904336318289,0.729,0.462,2.33456026136852e-284,"4","Etv6"
"Ifitm31",1.0190160253118e-285,1.6572242623481,0.557,0.248,1.95039667244678e-281,"4","Ifitm3"
"Kpna4",4.86740611702665e-284,1.16748464369756,0.776,0.538,9.31621530798901e-280,"4","Kpna4"
"Psap",2.27611984359827e-276,1.48006482104473,0.721,0.545,4.35649338064709e-272,"4","Psap"
"Pip4k2a",1.24146826725118e-271,1.08292948450675,0.729,0.468,2.37617026351876e-267,"4","Pip4k2a"
"Cd9",5.2099900496939e-270,1.13843322385601,0.63,0.318,9.97192095511412e-266,"4","Cd9"
"Rab7",7.65207761203007e-261,1.10844158383129,0.706,0.452,1.46460765494256e-256,"4","Rab7"
"Spag9",2.30996533118917e-260,1.11407072034125,0.826,0.651,4.42127364389607e-256,"4","Spag9"
"Dusp2",4.05155481402954e-258,1.41465131783325,0.42,0.16,7.75467591405254e-254,"4","Dusp2"
"Ets2",3.3914345633326e-254,1.2133868233719,0.479,0.216,6.49120575421859e-250,"4","Ets2"
"Mpp7",1.52864489424615e-249,1.31539624949596,0.547,0.279,2.92582632758713e-245,"4","Mpp7"
"Btg11",9.46302783363342e-244,1.04283924379525,0.923,0.705,1.81122352735744e-239,"4","Btg1"
"Zeb21",2.13503925099789e-234,1.04384402452353,0.755,0.432,4.08646512640997e-230,"4","Zeb2"
"Ctss",1.03685195197034e-164,1.05422545040377,0.592,0.396,1.98453463607123e-160,"4","Ctss"
